231209 095431.539|CONFIG|qtp135640095-26120|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 095431.539|INFO|qtp135640095-26120|info|
231209 095431.539|INFO|qtp135640095-26120|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 095431.539|INFO|qtp135640095-26120|info|Login: team23 (aka team23)
231209 095431.539|INFO|qtp135640095-26120|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 095431.539|INFO|qtp135640095-26120|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 095431.539|INFO|qtp135640095-26120|info|Contacting server at localhost:50002 as TEAM23 @ site 0
231209 095431.546|INFO|qtp135640095-26120|info|sendLoginRequest start - sending from TEAM23 @ site 0
231209 095431.546|INFO|qtp135640095-26120|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #400 TEAM23 @ site 0 -> SERVER0 @ site 0
231209 095431.546|INFO|qtp135640095-26120|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #400 TEAM23 @ site 0 -> SERVER0 @ site 0
231209 095431.546|INFO|qtp135640095-26120|info|sendLoginRequest end - packet sent.
231209 095431.546|INFO|Thread-32357|run|send(Serializable)
231209 095431.560|INFO|Thread-32356|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
231209 095431.564|INFO|Thread-32358|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #2222 SERVER0 @ site 1 -> TEAM23 @ site 1
231209 095431.564|INFO|Thread-32358|dumpPacket|Packet LOGIN_SUCCESS (Seq #2222, o#2222 ) recieveObject
231209 095431.564|INFO|Thread-32358|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 095431.564|INFO|Thread-32358|dumpPacket|    To: TEAM23 @ site 1
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@903c51d
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@7c43a4d
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@3fbae6d
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@46f93076
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: CATEGORY_LIST is: [Ledu.csus.ecs.pc2.core.model.Category; [Ledu.csus.ecs.pc2.core.model.Category;@51c52e99
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@777570be
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: REMOTE_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@29a330fb
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: CONTEST_TIME_LIST is: [Ledu.csus.ecs.pc2.core.model.ContestTime; [Ledu.csus.ecs.pc2.core.model.ContestTime;@26d6cf39
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: CONNECTION_HANDLE_ID_LIST is: [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID; [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID;@5e9f9c9c
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: PROFILE is: edu.csus.ecs.pc2.core.model.Profile DryRun--6069080675419338087
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM23 @ site 1
231209 095431.564|INFO|Thread-32358|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
231209 095431.565|INFO|Thread-32358|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@2b3f771
231209 095431.565|INFO|Thread-32358|dumpPacket|   key: SITE_LIST is: [Ledu.csus.ecs.pc2.core.model.Site; [Ledu.csus.ecs.pc2.core.model.Site;@32a73b34
231209 095431.565|INFO|Thread-32358|dumpPacket|   key: PROBLEM_DATA_FILES is: [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles; [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles;@2298955e
231209 095431.565|INFO|Thread-32358|dumpPacket|   key: JUDGEMENT_LIST is: [Ledu.csus.ecs.pc2.core.model.Judgement; [Ledu.csus.ecs.pc2.core.model.Judgement;@c186ed
231209 095431.565|INFO|Thread-32358|dumpPacket|   key: PROBLEM_LIST is: [Ledu.csus.ecs.pc2.core.model.Problem; [Ledu.csus.ecs.pc2.core.model.Problem;@1d54e1fb
