221210 084636.831|CONFIG|qtp996796369-855|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221210 084636.831|INFO|qtp996796369-855|info|
221210 084636.831|INFO|qtp996796369-855|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221210 084636.831|INFO|qtp996796369-855|info|Login: team45 (aka team45)
221210 084636.831|INFO|qtp996796369-855|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221210 084636.831|INFO|qtp996796369-855|startLog|Process id is 20708@DESKTOP-D75BQTV
221210 084636.832|INFO|qtp996796369-855|info|Contacting server at 212.212.212.212:50002 as TEAM45 @ site 0
221210 084636.832|INFO|qtp996796369-855|info|sendLoginRequest start - sending from TEAM45 @ site 0
221210 084636.832|INFO|qtp996796369-855|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #259 TEAM45 @ site 0 -> SERVER0 @ site 0
221210 084636.832|INFO|qtp996796369-855|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #259 TEAM45 @ site 0 -> SERVER0 @ site 0
221210 084636.832|INFO|qtp996796369-855|info|sendLoginRequest end - packet sent.
221210 084636.832|INFO|Thread-14535|run|send(Serializable)
221210 084636.836|INFO|Thread-14534|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
221210 084636.837|INFO|Thread-14536|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #1579 SERVER0 @ site 1 -> TEAM45 @ site 1
221210 084636.837|INFO|Thread-14536|dumpPacket|Packet LOGIN_SUCCESS (Seq #1579, o#1579 ) recieveObject
221210 084636.837|INFO|Thread-14536|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 084636.837|INFO|Thread-14536|dumpPacket|    To: TEAM45 @ site 1
221210 084636.837|INFO|Thread-14536|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@18f26bc
221210 084636.837|INFO|Thread-14536|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
221210 084636.837|INFO|Thread-14536|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@f48c8fd
