231209 082122.694|CONFIG|qtp135640095-380|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 082122.694|INFO|qtp135640095-380|info|
231209 082122.694|INFO|qtp135640095-380|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 082122.694|INFO|qtp135640095-380|info|Login: team112 (aka team112)
231209 082122.694|INFO|qtp135640095-380|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 082122.694|INFO|qtp135640095-380|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 082122.694|INFO|qtp135640095-380|info|Contacting server at localhost:50002 as TEAM112 @ site 0
231209 082122.694|INFO|qtp135640095-380|info|sendLoginRequest start - sending from TEAM112 @ site 0
231209 082122.694|INFO|qtp135640095-380|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #138 TEAM112 @ site 0 -> SERVER0 @ site 0
231209 082122.694|INFO|qtp135640095-380|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #138 TEAM112 @ site 0 -> SERVER0 @ site 0
231209 082122.694|INFO|qtp135640095-380|info|sendLoginRequest end - packet sent.
231209 082122.694|INFO|Thread-5173|run|send(Serializable)
231209 082122.711|INFO|Thread-5172|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
231209 082122.716|INFO|Thread-5174|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #846 SERVER0 @ site 1 -> TEAM112 @ site 1
231209 082122.716|INFO|Thread-5174|dumpPacket|Packet LOGIN_SUCCESS (Seq #846, o#846 ) recieveObject
231209 082122.716|INFO|Thread-5174|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 082122.716|INFO|Thread-5174|dumpPacket|    To: TEAM112 @ site 1
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@65d0f6e
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@89af1d5
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@ca5641e
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@49a7fbee
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: CATEGORY_LIST is: [Ledu.csus.ecs.pc2.core.model.Category; [Ledu.csus.ecs.pc2.core.model.Category;@276fbbcb
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@7824f2aa
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: REMOTE_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@5f06ec24
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: CONTEST_TIME_LIST is: [Ledu.csus.ecs.pc2.core.model.ContestTime; [Ledu.csus.ecs.pc2.core.model.ContestTime;@298804a1
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: CONNECTION_HANDLE_ID_LIST is: [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID; [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID;@736353b8
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: PROFILE is: edu.csus.ecs.pc2.core.model.Profile DryRun--6069080675419338087
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM112 @ site 1
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@2c8d4edc
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: SITE_LIST is: [Ledu.csus.ecs.pc2.core.model.Site; [Ledu.csus.ecs.pc2.core.model.Site;@4402e0a5
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: PROBLEM_DATA_FILES is: [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles; [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles;@2dc65988
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: JUDGEMENT_LIST is: [Ledu.csus.ecs.pc2.core.model.Judgement; [Ledu.csus.ecs.pc2.core.model.Judgement;@4451211b
231209 082122.716|INFO|Thread-5174|dumpPacket|   key: PROBLEM_LIST is: [Ledu.csus.ecs.pc2.core.model.Problem; [Ledu.csus.ecs.pc2.core.model.Problem;@2ec6ce3
