231209 104349.574|CONFIG|Thread-50014|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 104349.574|INFO|Thread-50014|info|
231209 104349.582|INFO|Thread-50014|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 104349.582|INFO|Thread-50014|info|Login: team90 (aka team90)
231209 104349.582|INFO|Thread-50014|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 104349.582|INFO|Thread-50014|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 104349.582|INFO|Thread-50014|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
231209 104349.582|INFO|Thread-50014|info|handlePacket end Packet[LOGIN_SUCCESS] #3885 SERVER0 @ site 1 -> TEAM90 @ site 1
231209 104349.582|INFO|Thread-50014|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #3885 SERVER0 @ site 1 -> TEAM90 @ site 1
231209 104900.067|INFO|Thread-55665|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #4015 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 104900.067|INFO|Thread-55665|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #4015, o#4015 ) recieveObject
231209 104900.067|INFO|Thread-55665|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 104900.070|INFO|Thread-55665|dumpPacket|    To: SERVER0 @ site 0
231209 104900.070|INFO|Thread-55665|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 1 ANSWERED from TEAM91 @ site 1 at 4 id=Clarification--3513482260916480937
231209 104900.070|INFO|Thread-55665|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
231209 104900.070|INFO|Thread-55665|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
231209 104900.070|INFO|Thread-55665|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #4015 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 104900.070|INFO|Thread-55665|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #4015, o#4015 ) handlePacket
231209 104900.070|INFO|Thread-55665|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 104900.070|INFO|Thread-55665|dumpPacket|    To: SERVER0 @ site 0
231209 104900.070|INFO|Thread-55665|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 1 ANSWERED from TEAM91 @ site 1 at 4 id=Clarification--3513482260916480937
231209 104900.070|INFO|Thread-55665|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
231209 104900.070|INFO|Thread-55665|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
231209 104900.092|INFO|Thread-55665|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #4015 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 104938.145|INFO|Thread-56471|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #4032 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 104938.145|INFO|Thread-56471|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #4032, o#4032 ) recieveObject
231209 104938.145|INFO|Thread-56471|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 104938.145|INFO|Thread-56471|dumpPacket|    To: SERVER0 @ site 0
231209 104938.145|INFO|Thread-56471|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 2 ANSWERED from JUDGE3 @ site 1 at 5 id=Clarification-2100581527514594593
231209 104938.145|INFO|Thread-56471|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String Read above
231209 104938.145|INFO|Thread-56471|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
231209 104938.145|INFO|Thread-56471|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #4032 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 104938.146|INFO|Thread-56471|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #4032, o#4032 ) handlePacket
231209 104938.146|INFO|Thread-56471|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 104938.146|INFO|Thread-56471|dumpPacket|    To: SERVER0 @ site 0
231209 104938.146|INFO|Thread-56471|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 2 ANSWERED from JUDGE3 @ site 1 at 5 id=Clarification-2100581527514594593
231209 104938.146|INFO|Thread-56471|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String Read above
231209 104938.146|INFO|Thread-56471|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
231209 104938.156|INFO|Thread-56471|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #4032 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 105758.490|INFO|Thread-64821|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #4323 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 105758.490|INFO|Thread-64821|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #4323, o#4323 ) recieveObject
231209 105758.490|INFO|Thread-64821|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 105758.490|INFO|Thread-64821|dumpPacket|    To: SERVER0 @ site 0
231209 105758.490|INFO|Thread-64821|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 3 ANSWERED from TEAM77 @ site 1 at 7 id=Clarification--6384166243320002001
231209 105758.490|INFO|Thread-64821|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String Its a 0.
231209 105758.490|INFO|Thread-64821|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
231209 105758.490|INFO|Thread-64821|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #4323 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 105758.490|INFO|Thread-64821|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #4323, o#4323 ) handlePacket
231209 105758.490|INFO|Thread-64821|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 105758.490|INFO|Thread-64821|dumpPacket|    To: SERVER0 @ site 0
231209 105758.490|INFO|Thread-64821|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 3 ANSWERED from TEAM77 @ site 1 at 7 id=Clarification--6384166243320002001
231209 105758.490|INFO|Thread-64821|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String Its a 0.
231209 105758.490|INFO|Thread-64821|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
231209 105758.546|INFO|Thread-64821|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #4323 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 110012.932|INFO|Thread-64993|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #4399 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 110012.932|INFO|Thread-64993|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #4399, o#4399 ) recieveObject
231209 110012.932|INFO|Thread-64993|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 110012.932|INFO|Thread-64993|dumpPacket|    To: SERVER0 @ site 0
231209 110012.932|INFO|Thread-64993|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 4 ANSWERED from TEAM82 @ site 1 at 14 id=Clarification-5863903242636736970
231209 110012.932|INFO|Thread-64993|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String Read the problem description.
231209 110012.932|INFO|Thread-64993|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE10 @ site 1
231209 110012.932|INFO|Thread-64993|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #4399 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 110012.932|INFO|Thread-64993|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #4399, o#4399 ) handlePacket
231209 110012.932|INFO|Thread-64993|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 110012.932|INFO|Thread-64993|dumpPacket|    To: SERVER0 @ site 0
231209 110012.932|INFO|Thread-64993|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 4 ANSWERED from TEAM82 @ site 1 at 14 id=Clarification-5863903242636736970
231209 110012.932|INFO|Thread-64993|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String Read the problem description.
231209 110012.932|INFO|Thread-64993|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE10 @ site 1
231209 110012.939|INFO|Thread-64993|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #4399 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 110027.788|INFO|qtp135640095-64842|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #812 TEAM90 @ site 1 -> SERVER0 @ site 1
231209 110027.788|INFO|qtp135640095-64842|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #812 TEAM90 @ site 1 -> SERVER0 @ site 1
231209 110027.844|INFO|Thread-65011|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #4411 SERVER0 @ site 1 -> TEAM90 @ site 1
231209 110027.844|INFO|Thread-65011|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4411, o#4411 ) recieveObject
231209 110027.844|INFO|Thread-65011|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 110027.844|INFO|Thread-65011|dumpPacket|    To: TEAM90 @ site 1
231209 110027.844|INFO|Thread-65011|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 64 NEW 16 min 1007060ms from TEAM90 @ site 1 id Run--3584111127887922222 problem Missing_Cat--8325778690036057049 lang Java--8800253324652192008
231209 110027.844|INFO|Thread-65011|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #4411 SERVER0 @ site 1 -> TEAM90 @ site 1
231209 110027.844|INFO|Thread-65011|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4411, o#4411 ) handlePacket
231209 110027.844|INFO|Thread-65011|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 110027.845|INFO|Thread-65011|dumpPacket|    To: TEAM90 @ site 1
231209 110027.845|INFO|Thread-65011|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 64 NEW 16 min 1007060ms from TEAM90 @ site 1 id Run--3584111127887922222 problem Missing_Cat--8325778690036057049 lang Java--8800253324652192008
231209 110027.845|INFO|Thread-65011|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #4411 SERVER0 @ site 1 -> TEAM90 @ site 1
231209 110139.183|INFO|Thread-65128|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #4469 SERVER0 @ site 1 -> SERVER0 @ site 0
231209 110139.183|INFO|Thread-65128|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #4469, o#4469 ) recieveObject
231209 110139.183|INFO|Thread-65128|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 110139.183|INFO|Thread-65128|dumpPacket|    To: SERVER0 @ site 0
231209 110139.183|INFO|Thread-65128|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 5 ANSWERED from TEAM50 @ site 1 at 16 id=Clarification-1647212286997947126
231209 110139.183|INFO|Thread-65128|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String yes
