230921 155320.730|CONFIG|qtp18242360-27|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
230921 155320.730|INFO|qtp18242360-27|info|
230921 155320.730|INFO|qtp18242360-27|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
230921 155320.730|INFO|qtp18242360-27|info|Login: team21 (aka team21)
230921 155320.730|INFO|qtp18242360-27|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
230921 155320.730|INFO|qtp18242360-27|startLog|Process id is 1544@DESKTOP-D75BQTV
230921 155320.730|INFO|qtp18242360-27|info|Contacting server at localhost:50002 as TEAM21 @ site 0
230921 155320.730|INFO|Thread-1184|getPublicKeyPacket|packet:= edu.csus.ecs.pc2.core.transport.TransportWrapper@50dc142c
230921 155320.730|INFO|qtp18242360-27|info|sendLoginRequest start - sending from TEAM21 @ site 0
230921 155320.730|INFO|qtp18242360-27|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #75 TEAM21 @ site 0 -> SERVER0 @ site 0
230921 155320.730|INFO|qtp18242360-27|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #75 TEAM21 @ site 0 -> SERVER0 @ site 0
230921 155320.730|INFO|qtp18242360-27|info|sendLoginRequest end - packet sent.
230921 155320.730|INFO|Thread-1185|run|send(Serializable)
230921 155320.760|INFO|Thread-1184|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
230921 155320.763|INFO|Thread-1186|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #308 SERVER0 @ site 1 -> TEAM21 @ site 1
230921 155320.763|INFO|Thread-1186|dumpPacket|Packet LOGIN_SUCCESS (Seq #308, o#308 ) recieveObject
230921 155320.763|INFO|Thread-1186|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 192.168.1.8) (Contest Id: Test2Novice-8167312297676738178)
230921 155320.763|INFO|Thread-1186|dumpPacket|    To: TEAM21 @ site 1
230921 155320.763|INFO|Thread-1186|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@6edc2ea2
230921 155320.763|INFO|Thread-1186|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
230921 155320.763|INFO|Thread-1186|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@601bdd09
230921 155320.763|INFO|Thread-1186|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@642445d2
230921 155320.763|INFO|Thread-1186|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@2126d732
230921 155320.763|INFO|Thread-1186|dumpPacket|   key: CATEGORY_LIST is: [Ledu.csus.ecs.pc2.core.model.Category; [Ledu.csus.ecs.pc2.core.model.Category;@2e00548a
230921 155320.763|INFO|Thread-1186|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@10cd37d6
230921 155320.763|INFO|Thread-1186|dumpPacket|   key: REMOTE_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@5601eac8
230921 155320.763|INFO|Thread-1186|dumpPacket|   key: CONTEST_TIME_LIST is: [Ledu.csus.ecs.pc2.core.model.ContestTime; [Ledu.csus.ecs.pc2.core.model.ContestTime;@4109287d
