231209 075737.399|CONFIG|qtp135640095-303|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 075737.399|INFO|qtp135640095-303|info|
231209 075737.407|INFO|qtp135640095-303|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 075737.407|INFO|qtp135640095-303|info|Login: team87 (aka team87)
231209 075737.407|INFO|qtp135640095-303|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 075737.407|INFO|qtp135640095-303|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 075737.407|INFO|qtp135640095-303|info|Contacting server at localhost:50002 as TEAM87 @ site 0
231209 075737.407|INFO|Thread-422|getPublicKeyPacket|packet:= edu.csus.ecs.pc2.core.transport.TransportWrapper@44866b2
231209 075737.407|INFO|qtp135640095-303|info|sendLoginRequest start - sending from TEAM87 @ site 0
231209 075737.407|INFO|qtp135640095-303|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #35 TEAM87 @ site 0 -> SERVER0 @ site 0
231209 075737.407|INFO|qtp135640095-303|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #35 TEAM87 @ site 0 -> SERVER0 @ site 0
231209 075737.407|INFO|qtp135640095-303|info|sendLoginRequest end - packet sent.
231209 075737.407|INFO|Thread-423|run|send(Serializable)
231209 075737.423|INFO|Thread-422|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
231209 075737.431|INFO|Thread-424|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #324 SERVER0 @ site 1 -> TEAM87 @ site 1
231209 075737.431|INFO|Thread-424|dumpPacket|Packet LOGIN_SUCCESS (Seq #324, o#324 ) recieveObject
231209 075737.431|INFO|Thread-424|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 075737.431|INFO|Thread-424|dumpPacket|    To: TEAM87 @ site 1
231209 075737.431|INFO|Thread-424|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@a1d3b3c
231209 075737.431|INFO|Thread-424|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
231209 075737.431|INFO|Thread-424|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@4dac40f
231209 075737.431|INFO|Thread-424|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@e5504c
231209 075737.431|INFO|Thread-424|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@45e7ce34
231209 075737.431|INFO|Thread-424|dumpPacket|   key: CATEGORY_LIST is: [Ledu.csus.ecs.pc2.core.model.Category; [Ledu.csus.ecs.pc2.core.model.Category;@26c0c96f
231209 075737.431|INFO|Thread-424|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@74688b04
