231209 100000.587|CONFIG|Thread-37482|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 100000.588|INFO|Thread-37482|info|
231209 100000.589|INFO|Thread-37482|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 100000.589|INFO|Thread-37482|info|Login: team30 (aka team30)
231209 100000.589|INFO|Thread-37482|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 100000.589|INFO|Thread-37482|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 100000.589|INFO|Thread-37482|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
231209 100000.590|INFO|Thread-37482|info|handlePacket end Packet[LOGIN_SUCCESS] #2479 SERVER0 @ site 1 -> TEAM30 @ site 1
231209 100000.590|INFO|Thread-37482|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #2479 SERVER0 @ site 1 -> TEAM30 @ site 1
231209 100012.254|INFO|Thread-37718|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2491 SERVER0 @ site 1 -> TEAM30 @ site 1
231209 100012.254|INFO|Thread-37718|dumpPacket|Packet RUN_JUDGEMENT (Seq #2491, o#2491 ) recieveObject
231209 100012.254|INFO|Thread-37718|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 100012.254|INFO|Thread-37718|dumpPacket|    To: TEAM30 @ site 1
231209 100012.254|INFO|Thread-37718|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-7097647880754622437 id JudgementRecord-6315693396932892518
231209 100012.254|INFO|Thread-37718|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 152 JUDGED 137 min 8260519ms from TEAM30 @ site 1 id Run--4629669999035715561 problem DryRun--5056188413862619659 lang Java--8800253324652192008
231209 100012.254|INFO|Thread-37718|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
231209 100012.254|INFO|Thread-37718|info|handlePacket start Packet[RUN_JUDGEMENT] #2491 SERVER0 @ site 1 -> TEAM30 @ site 1
231209 100012.254|INFO|Thread-37718|dumpPacket|Packet RUN_JUDGEMENT (Seq #2491, o#2491 ) handlePacket
