221210 075038.516|CONFIG|Thread-1277|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221210 075038.516|INFO|Thread-1277|info|
221210 075038.517|INFO|Thread-1277|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221210 075038.517|INFO|Thread-1277|info|Login: judge3 (aka judge3)
221210 075038.518|INFO|Thread-1277|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221210 075038.518|INFO|Thread-1277|startLog|Process id is 20708@DESKTOP-D75BQTV
221210 075038.518|INFO|Thread-1277|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
221210 075038.518|INFO|Thread-1277|info|handlePacket end Packet[LOGIN_SUCCESS] #498 SERVER0 @ site 1 -> JUDGE3 @ site 1
221210 075038.518|INFO|Thread-1277|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #498 SERVER0 @ site 1 -> JUDGE3 @ site 1
221210 075040.998|INFO|Thread-1280|info| receiveObject(S) start got Packet[LOGIN] #502 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 075040.998|INFO|Thread-1280|dumpPacket|Packet LOGIN (Seq #502, o#502 ) recieveObject
221210 075040.998|INFO|Thread-1280|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 075040.998|INFO|Thread-1280|dumpPacket|    To: SERVER0 @ site 0
221210 075040.998|INFO|Thread-1280|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/212.212.212.212,port=63910,localport=50002]-1788221531559287400
221210 075040.999|INFO|Thread-1280|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM77 @ site 1
221210 075040.999|INFO|Thread-1280|dumpPacket|   key: CLIENT_SETTINGS is: edu.csus.ecs.pc2.core.model.ClientSettings edu.csus.ecs.pc2.core.model.ClientSettings@2d2a4760
221210 075040.999|INFO|Thread-1280|info|handlePacket start Packet[LOGIN] #502 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 075040.999|INFO|Thread-1280|dumpPacket|Packet LOGIN (Seq #502, o#502 ) handlePacket
221210 075040.999|INFO|Thread-1280|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 075040.999|INFO|Thread-1280|dumpPacket|    To: SERVER0 @ site 0
