231209 115843.224|CONFIG|Thread-66849|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 115843.224|INFO|Thread-66849|info|
231209 115843.224|INFO|Thread-66849|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 115843.224|INFO|Thread-66849|info|Login: team64 (aka team64)
231209 115843.224|INFO|Thread-66849|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 115843.224|INFO|Thread-66849|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 115843.224|INFO|Thread-66849|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
231209 115843.224|INFO|Thread-66849|info|handlePacket end Packet[LOGIN_SUCCESS] #6904 SERVER0 @ site 1 -> TEAM64 @ site 1
231209 115843.232|INFO|Thread-66849|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #6904 SERVER0 @ site 1 -> TEAM64 @ site 1
231209 115849.553|INFO|Thread-66850|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #6908 SERVER0 @ site 1 -> TEAM64 @ site 1
231209 115849.553|INFO|Thread-66850|dumpPacket|Packet RUN_JUDGEMENT (Seq #6908, o#6908 ) recieveObject
231209 115849.553|INFO|Thread-66850|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 115849.553|INFO|Thread-66850|dumpPacket|    To: TEAM64 @ site 1
231209 115849.553|INFO|Thread-66850|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Time_Limit_Exceeded--3866620669727375160 id JudgementRecord-651751001310863225
231209 115849.553|INFO|Thread-66850|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 432 JUDGED 74 min 4495281ms from TEAM64 @ site 1 id Run--5827203232470749644 problem Sweater--7996986224719319199 lang Java--8800253324652192008
231209 115849.553|INFO|Thread-66850|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
231209 115849.553|INFO|Thread-66850|info|handlePacket start Packet[RUN_JUDGEMENT] #6908 SERVER0 @ site 1 -> TEAM64 @ site 1
231209 115849.553|INFO|Thread-66850|dumpPacket|Packet RUN_JUDGEMENT (Seq #6908, o#6908 ) handlePacket
