231209 104026.434|CONFIG|qtp135640095-46303|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 104026.434|INFO|qtp135640095-46303|info|
231209 104026.434|INFO|qtp135640095-46303|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 104026.434|INFO|qtp135640095-46303|info|Login: team32 (aka team32)
231209 104026.434|INFO|qtp135640095-46303|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 104026.434|INFO|qtp135640095-46303|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 104026.436|INFO|qtp135640095-46303|info|Contacting server at localhost:50002 as TEAM32 @ site 0
231209 104026.436|INFO|qtp135640095-46303|info|sendLoginRequest start - sending from TEAM32 @ site 0
231209 104026.436|INFO|qtp135640095-46303|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #700 TEAM32 @ site 0 -> SERVER0 @ site 0
231209 104026.436|INFO|qtp135640095-46303|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #700 TEAM32 @ site 0 -> SERVER0 @ site 0
231209 104026.436|INFO|qtp135640095-46303|info|sendLoginRequest end - packet sent.
231209 104026.436|INFO|Thread-49507|run|send(Serializable)
231209 104026.448|INFO|Thread-49506|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
231209 104026.455|INFO|Thread-49508|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #3786 SERVER0 @ site 1 -> TEAM32 @ site 1
231209 104026.455|INFO|Thread-49508|dumpPacket|Packet LOGIN_SUCCESS (Seq #3786, o#3786 ) recieveObject
231209 104026.455|INFO|Thread-49508|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 104026.455|INFO|Thread-49508|dumpPacket|    To: TEAM32 @ site 1
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@166688be
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@18a17402
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@1c9ee3ce
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@599c7e39
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: CATEGORY_LIST is: [Ledu.csus.ecs.pc2.core.model.Category; [Ledu.csus.ecs.pc2.core.model.Category;@7b9d3ecc
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@680f44d9
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: REMOTE_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@3e45a85
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: CONTEST_TIME_LIST is: [Ledu.csus.ecs.pc2.core.model.ContestTime; [Ledu.csus.ecs.pc2.core.model.ContestTime;@39b38176
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: CONNECTION_HANDLE_ID_LIST is: [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID; [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID;@2bcab3d2
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: PROFILE is: edu.csus.ecs.pc2.core.model.Profile RealDeal--1957769244132597914
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM32 @ site 1
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@39f113fe
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: SITE_LIST is: [Ledu.csus.ecs.pc2.core.model.Site; [Ledu.csus.ecs.pc2.core.model.Site;@18e05637
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: PROBLEM_DATA_FILES is: [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles; [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles;@3dfddc6c
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: JUDGEMENT_LIST is: [Ledu.csus.ecs.pc2.core.model.Judgement; [Ledu.csus.ecs.pc2.core.model.Judgement;@43d7bc22
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: PROBLEM_LIST is: [Ledu.csus.ecs.pc2.core.model.Problem; [Ledu.csus.ecs.pc2.core.model.Problem;@72082945
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: GROUP_LIST is: [Ledu.csus.ecs.pc2.core.model.Group; [Ledu.csus.ecs.pc2.core.model.Group;@684398dd
231209 104026.455|INFO|Thread-49508|dumpPacket|   key: LOCAL_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@3b0e3705
