221210 080210.374|CONFIG|Thread-1465|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221210 080210.374|INFO|Thread-1465|info|
221210 080210.374|INFO|Thread-1465|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221210 080210.374|INFO|Thread-1465|info|Login: judge5 (aka judge5)
221210 080210.375|INFO|Thread-1465|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221210 080210.375|INFO|Thread-1465|startLog|Process id is 20708@DESKTOP-D75BQTV
221210 080210.375|INFO|Thread-1465|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
221210 080210.375|INFO|Thread-1465|info|handlePacket end Packet[LOGIN_SUCCESS] #608 SERVER0 @ site 1 -> JUDGE5 @ site 1
221210 080210.375|INFO|Thread-1465|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #608 SERVER0 @ site 1 -> JUDGE5 @ site 1
221210 080211.933|INFO|Thread-1468|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #610 SERVER0 @ site 1 -> TEAM38 @ site 1
221210 080211.933|INFO|Thread-1468|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #610, o#610 ) recieveObject
221210 080211.933|INFO|Thread-1468|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 080211.933|INFO|Thread-1468|dumpPacket|    To: TEAM38 @ site 1
221210 080211.933|INFO|Thread-1468|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 5 NEW 14 min 887386ms from TEAM38 @ site 1 id Run--3511861185088185914 problem dryrun--3838966659325508604 lang Java-9059947720623527775
221210 080211.933|INFO|Thread-1468|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #610 SERVER0 @ site 1 -> TEAM38 @ site 1
221210 080211.933|INFO|Thread-1468|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #610, o#610 ) handlePacket
221210 080211.933|INFO|Thread-1468|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 080211.933|INFO|Thread-1468|dumpPacket|    To: TEAM38 @ site 1
221210 080211.933|INFO|Thread-1468|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 5 NEW 14 min 887386ms from TEAM38 @ site 1 id Run--3511861185088185914 problem dryrun--3838966659325508604 lang Java-9059947720623527775
221210 080211.933|INFO|Thread-1468|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #610 SERVER0 @ site 1 -> TEAM38 @ site 1
221210 080231.827|INFO|Thread-1502|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #613 SERVER0 @ site 1 -> JUDGE10 @ site 1
221210 080231.827|INFO|Thread-1502|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #613, o#613 ) recieveObject
221210 080231.827|INFO|Thread-1502|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 080231.827|INFO|Thread-1502|dumpPacket|    To: JUDGE10 @ site 1
221210 080231.827|INFO|Thread-1502|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE10 @ site 1
221210 080231.827|INFO|Thread-1502|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 4 BEING_JUDGED 14 min 869895ms from TEAM65 @ site 1 id Run--3603249286701547077 problem dryrun--3838966659325508604 lang Java-9059947720623527775
221210 080231.827|INFO|Thread-1502|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #613 SERVER0 @ site 1 -> JUDGE10 @ site 1
221210 080231.827|INFO|Thread-1502|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #613, o#613 ) handlePacket
221210 080231.827|INFO|Thread-1502|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 080231.827|INFO|Thread-1502|dumpPacket|    To: JUDGE10 @ site 1
221210 080231.827|INFO|Thread-1502|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE10 @ site 1
221210 080231.827|INFO|Thread-1502|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 4 BEING_JUDGED 14 min 869895ms from TEAM65 @ site 1 id Run--3603249286701547077 problem dryrun--3838966659325508604 lang Java-9059947720623527775
221210 080231.827|INFO|Thread-1502|info|handlePacket end Packet[RUN_CHECKOUT_NOTIFICATION] #613 SERVER0 @ site 1 -> JUDGE10 @ site 1
221210 080231.828|INFO|Thread-1502|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #613 SERVER0 @ site 1 -> JUDGE10 @ site 1
221210 080232.976|INFO|qtp996796369-236|sendToLocalServer|Sending packet to server Packet[LOGOUT] #88 JUDGE5 @ site 1 -> SERVER0 @ site 1
221210 080232.976|INFO|qtp996796369-236|sendToLocalServer|Sent    packet to server Packet[LOGOUT] #88 JUDGE5 @ site 1 -> SERVER0 @ site 1
