231209 103555.011|CONFIG|Thread-49129|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 103555.011|INFO|Thread-49129|info|
231209 103555.011|INFO|Thread-49129|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 103555.011|INFO|Thread-49129|info|Login: team88 (aka team88)
231209 103555.011|INFO|Thread-49129|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 103555.011|INFO|Thread-49129|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 103555.011|INFO|Thread-49129|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
231209 103555.019|INFO|Thread-49129|info|handlePacket end Packet[LOGIN_SUCCESS] #3191 SERVER0 @ site 1 -> TEAM88 @ site 1
231209 103555.019|INFO|Thread-49129|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #3191 SERVER0 @ site 1 -> TEAM88 @ site 1
231209 103601.227|INFO|qtp135640095-45241|sendToLocalServer|Sending packet to server Packet[LOGOUT] #548 TEAM88 @ site 1 -> SERVER0 @ site 1
231209 103601.227|INFO|qtp135640095-45241|sendToLocalServer|Sent    packet to server Packet[LOGOUT] #548 TEAM88 @ site 1 -> SERVER0 @ site 1
