221210 133153.155|CONFIG|qtp1613095350-251616|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221210 133153.155|INFO|qtp1613095350-251616|info|
221210 133153.155|INFO|qtp1613095350-251616|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221210 133153.155|INFO|qtp1613095350-251616|info|Login: team1 (aka team1)
221210 133153.155|INFO|qtp1613095350-251616|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221210 133153.155|INFO|qtp1613095350-251616|startLog|Process id is 22344@DESKTOP-D75BQTV
221210 133153.156|INFO|qtp1613095350-251616|info|Contacting server at 212.212.212.212:50002 as TEAM1 @ site 0
221210 133153.156|INFO|qtp1613095350-251616|info|sendLoginRequest start - sending from TEAM1 @ site 0
221210 133153.156|INFO|qtp1613095350-251616|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #1004 TEAM1 @ site 0 -> SERVER0 @ site 0
221210 133153.156|INFO|qtp1613095350-251616|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #1004 TEAM1 @ site 0 -> SERVER0 @ site 0
221210 133153.156|INFO|qtp1613095350-251616|info|sendLoginRequest end - packet sent.
221210 133153.156|INFO|Thread-252301|run|send(Serializable)
221210 133153.161|INFO|Thread-252300|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
221210 133153.164|INFO|Thread-252302|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #7820 SERVER0 @ site 1 -> TEAM1 @ site 1
221210 133153.164|INFO|Thread-252302|dumpPacket|Packet LOGIN_SUCCESS (Seq #7820, o#7820 ) recieveObject
221210 133153.164|INFO|Thread-252302|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 133153.164|INFO|Thread-252302|dumpPacket|    To: TEAM1 @ site 1
221210 133153.164|INFO|Thread-252302|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@5e3c5346
221210 133153.164|INFO|Thread-252302|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
221210 133153.164|INFO|Thread-252302|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@50fbb6f1
221210 133153.164|INFO|Thread-252302|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@54c43836
221210 133153.164|INFO|Thread-252302|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@11c6bcca
221210 133153.164|INFO|Thread-252302|dumpPacket|   key: CATEGORY_LIST is: [Ledu.csus.ecs.pc2.core.model.Category; [Ledu.csus.ecs.pc2.core.model.Category;@2d5c7bd7
221210 133153.164|INFO|Thread-252302|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@209d0cb3
221210 133153.164|INFO|Thread-252302|dumpPacket|   key: REMOTE_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@55ed951e
