231209 083128.084|CONFIG|qtp135640095-2116|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 083128.084|INFO|qtp135640095-2116|info|
231209 083128.092|INFO|qtp135640095-2116|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 083128.092|INFO|qtp135640095-2116|info|Login: team89 (aka team89)
231209 083128.092|INFO|qtp135640095-2116|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 083128.092|INFO|qtp135640095-2116|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 083128.092|INFO|qtp135640095-2116|info|Contacting server at localhost:50002 as TEAM89 @ site 0
231209 083128.092|INFO|qtp135640095-2116|info|sendLoginRequest start - sending from TEAM89 @ site 0
231209 083128.092|INFO|qtp135640095-2116|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #260 TEAM89 @ site 0 -> SERVER0 @ site 0
231209 083128.092|INFO|qtp135640095-2116|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #260 TEAM89 @ site 0 -> SERVER0 @ site 0
231209 083128.092|INFO|qtp135640095-2116|info|sendLoginRequest end - packet sent.
231209 083128.092|INFO|Thread-15678|run|send(Serializable)
231209 083128.092|INFO|Thread-15677|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
231209 083128.100|INFO|Thread-15679|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #1411 SERVER0 @ site 1 -> TEAM89 @ site 1
231209 083128.100|INFO|Thread-15679|dumpPacket|Packet LOGIN_SUCCESS (Seq #1411, o#1411 ) recieveObject
231209 083128.100|INFO|Thread-15679|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 083128.100|INFO|Thread-15679|dumpPacket|    To: TEAM89 @ site 1
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@1d90b263
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@13574fa1
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@1768d913
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@526a459a
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: CATEGORY_LIST is: [Ledu.csus.ecs.pc2.core.model.Category; [Ledu.csus.ecs.pc2.core.model.Category;@4af1f61e
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@63f292a6
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: REMOTE_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@32837f8a
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: CONTEST_TIME_LIST is: [Ledu.csus.ecs.pc2.core.model.ContestTime; [Ledu.csus.ecs.pc2.core.model.ContestTime;@3245bad5
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: CONNECTION_HANDLE_ID_LIST is: [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID; [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID;@77c1fb85
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: PROFILE is: edu.csus.ecs.pc2.core.model.Profile DryRun--6069080675419338087
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM89 @ site 1
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@512079
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: SITE_LIST is: [Ledu.csus.ecs.pc2.core.model.Site; [Ledu.csus.ecs.pc2.core.model.Site;@298770d6
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: PROBLEM_DATA_FILES is: [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles; [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles;@360be421
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: JUDGEMENT_LIST is: [Ledu.csus.ecs.pc2.core.model.Judgement; [Ledu.csus.ecs.pc2.core.model.Judgement;@4eee3cb6
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: PROBLEM_LIST is: [Ledu.csus.ecs.pc2.core.model.Problem; [Ledu.csus.ecs.pc2.core.model.Problem;@47358ffa
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: GROUP_LIST is: [Ledu.csus.ecs.pc2.core.model.Group; [Ledu.csus.ecs.pc2.core.model.Group;@55a6560a
231209 083128.100|INFO|Thread-15679|dumpPacket|   key: LOCAL_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@3c659a73
