231209 124435.660|CONFIG|qtp135640095-67434|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 124435.660|INFO|qtp135640095-67434|info|
231209 124435.660|INFO|qtp135640095-67434|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 124435.660|INFO|qtp135640095-67434|info|Login: team36 (aka team36)
231209 124435.660|INFO|qtp135640095-67434|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 124435.660|INFO|qtp135640095-67434|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 124435.660|INFO|qtp135640095-67434|info|Contacting server at localhost:50002 as TEAM36 @ site 0
231209 124435.660|INFO|qtp135640095-67434|info|sendLoginRequest start - sending from TEAM36 @ site 0
231209 124435.660|INFO|qtp135640095-67434|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #1636 TEAM36 @ site 0 -> SERVER0 @ site 0
231209 124435.660|INFO|qtp135640095-67434|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #1636 TEAM36 @ site 0 -> SERVER0 @ site 0
231209 124435.660|INFO|qtp135640095-67434|info|sendLoginRequest end - packet sent.
231209 124435.660|INFO|Thread-68135|run|send(Serializable)
231209 124435.668|INFO|Thread-68134|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
231209 124435.668|INFO|Thread-68136|info| receiveObject(S) start got Packet[LOGIN_FAILED] #9486 SERVER0 @ site 1 -> TEAM36 @ site 0
231209 124435.668|INFO|Thread-68136|dumpPacket|Packet LOGIN_FAILED (Seq #9486, o#9486 ) recieveObject
231209 124435.668|INFO|Thread-68136|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 124435.668|INFO|Thread-68136|dumpPacket|    To: TEAM36 @ site 0
231209 124435.668|INFO|Thread-68136|dumpPacket|   key: MESSAGE_STRING is: java.lang.String Invalid password
231209 124435.668|INFO|Thread-68136|info|handlePacket start Packet[LOGIN_FAILED] #9486 SERVER0 @ site 1 -> TEAM36 @ site 0
231209 124435.668|INFO|Thread-68136|dumpPacket|Packet LOGIN_FAILED (Seq #9486, o#9486 ) handlePacket
231209 124435.668|INFO|Thread-68136|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: RealDeal--1957769244132597914)
231209 124435.668|INFO|Thread-68136|dumpPacket|    To: TEAM36 @ site 0
231209 124435.668|INFO|Thread-68136|dumpPacket|   key: MESSAGE_STRING is: java.lang.String Invalid password
231209 124435.668|INFO|Thread-68136|info| receiveObject(S) end   got Packet[LOGIN_FAILED] #9486 SERVER0 @ site 1 -> TEAM36 @ site 0
231209 125144.096|INFO|Thread-68134|connectionDropped|connectionDropped(ConnectionHandlerID myConnectionID) 
