231207 153242.816|CONFIG|Thread-242|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231207 153242.816|INFO|Thread-242|info|
231207 153242.816|INFO|Thread-242|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231207 153242.816|INFO|Thread-242|info|Login: team150 (aka team150)
231207 153242.816|INFO|Thread-242|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231207 153242.816|INFO|Thread-242|startLog|Process id is 12696@DESKTOP-D75BQTV
231207 153242.816|INFO|Thread-242|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
231207 153242.816|INFO|Thread-242|info|handlePacket end Packet[LOGIN_SUCCESS] #174 SERVER0 @ site 1 -> TEAM150 @ site 1
231207 153242.816|INFO|Thread-242|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #174 SERVER0 @ site 1 -> TEAM150 @ site 1
231207 153423.354|INFO|Thread-244|info| receiveObject(S) start got Packet[CLOCK_STOPPED] #177 SERVER0 @ site 1 -> SERVER0 @ site 0
231207 153423.354|INFO|Thread-244|dumpPacket|Packet CLOCK_STOPPED (Seq #177, o#177 ) recieveObject
231207 153423.354|INFO|Thread-244|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 192.168.1.113) (Contest Id: TestWoods2--1313767157070405065)
231207 153423.354|INFO|Thread-244|dumpPacket|    To: SERVER0 @ site 0
231207 153423.354|INFO|Thread-244|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
231207 153423.354|INFO|Thread-244|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
231207 153423.354|INFO|Thread-244|info|handlePacket start Packet[CLOCK_STOPPED] #177 SERVER0 @ site 1 -> SERVER0 @ site 0
231207 153423.354|INFO|Thread-244|dumpPacket|Packet CLOCK_STOPPED (Seq #177, o#177 ) handlePacket
231207 153423.354|INFO|Thread-244|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 192.168.1.113) (Contest Id: TestWoods2--1313767157070405065)
231207 153423.354|INFO|Thread-244|dumpPacket|    To: SERVER0 @ site 0
231207 153423.354|INFO|Thread-244|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
231207 153423.354|INFO|Thread-244|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
231207 153423.354|INFO|Thread-244|info|Clock for site 1 stopped by SERVER0 @ site 1 elapsed 0:32:03
231207 153423.354|INFO|Thread-244|info| receiveObject(S) end   got Packet[CLOCK_STOPPED] #177 SERVER0 @ site 1 -> SERVER0 @ site 0
231207 153440.041|INFO|Thread-248|info| receiveObject(S) start got Packet[UPDATE_CLIENT_PROFILE] #182 SERVER0 @ site 1 -> TEAM150 @ site 1
231207 153440.041|INFO|Thread-248|dumpPacket|Packet UPDATE_CLIENT_PROFILE (Seq #182, o#182 ) recieveObject
231207 153440.041|INFO|Thread-248|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 192.168.1.113) (Contest Id: BackupWoods-7963625928462800615)
231207 153440.041|INFO|Thread-248|dumpPacket|    To: TEAM150 @ site 1
231207 153440.041|INFO|Thread-248|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@4f2ada4
231207 153440.041|INFO|Thread-248|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
231207 153440.041|INFO|Thread-248|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@a35434a
231207 153440.041|INFO|Thread-248|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@e0ac6d4
231207 153440.041|INFO|Thread-248|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@4b084971
231207 153440.041|INFO|Thread-248|dumpPacket|   key: CATEGORY_LIST is: [Ledu.csus.ecs.pc2.core.model.Category; [Ledu.csus.ecs.pc2.core.model.Category;@5a865239
231207 153440.041|INFO|Thread-248|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@7a096530
231207 153440.041|INFO|Thread-248|dumpPacket|   key: REMOTE_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@226d20c3
231207 153440.041|INFO|Thread-248|dumpPacket|   key: CONTEST_TIME_LIST is: [Ledu.csus.ecs.pc2.core.model.ContestTime; [Ledu.csus.ecs.pc2.core.model.ContestTime;@2b27b63e
