231209 102822.641|CONFIG|qtp135640095-44446|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 102822.641|INFO|qtp135640095-44446|info|
231209 102822.641|INFO|qtp135640095-44446|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 102822.641|INFO|qtp135640095-44446|info|Login: team118 (aka team118)
231209 102822.641|INFO|qtp135640095-44446|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 102822.641|INFO|qtp135640095-44446|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 102822.641|INFO|qtp135640095-44446|info|Contacting server at localhost:50002 as TEAM118 @ site 0
231209 102822.641|INFO|qtp135640095-44446|info|sendLoginRequest start - sending from TEAM118 @ site 0
231209 102822.641|INFO|qtp135640095-44446|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #504 TEAM118 @ site 0 -> SERVER0 @ site 0
231209 102822.641|INFO|qtp135640095-44446|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #504 TEAM118 @ site 0 -> SERVER0 @ site 0
231209 102822.641|INFO|qtp135640095-44446|info|sendLoginRequest end - packet sent.
231209 102822.641|INFO|Thread-46285|run|send(Serializable)
231209 102822.662|INFO|Thread-46284|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
231209 102822.666|INFO|Thread-46286|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #2803 SERVER0 @ site 1 -> TEAM118 @ site 1
231209 102822.666|INFO|Thread-46286|dumpPacket|Packet LOGIN_SUCCESS (Seq #2803, o#2803 ) recieveObject
231209 102822.666|INFO|Thread-46286|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 102822.666|INFO|Thread-46286|dumpPacket|    To: TEAM118 @ site 1
231209 102822.666|INFO|Thread-46286|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@1ca3517e
