221210 081300.608|CONFIG|Thread-2109|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221210 081300.608|INFO|Thread-2109|info|
221210 081300.608|INFO|Thread-2109|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221210 081300.609|INFO|Thread-2109|info|Login: judge3 (aka judge3)
221210 081300.609|INFO|Thread-2109|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221210 081300.609|INFO|Thread-2109|startLog|Process id is 20708@DESKTOP-D75BQTV
221210 081300.609|INFO|Thread-2109|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
221210 081300.609|INFO|Thread-2109|info|handlePacket end Packet[LOGIN_SUCCESS] #765 SERVER0 @ site 1 -> JUDGE3 @ site 1
221210 081300.609|INFO|Thread-2109|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #765 SERVER0 @ site 1 -> JUDGE3 @ site 1
221210 081311.331|INFO|Thread-2111|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #768 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 081311.331|INFO|Thread-2111|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #768, o#768 ) recieveObject
221210 081311.331|INFO|Thread-2111|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 081311.331|INFO|Thread-2111|dumpPacket|    To: SERVER0 @ site 0
221210 081311.331|INFO|Thread-2111|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
221210 081311.331|INFO|Thread-2111|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 12 JUDGED 24 min 1499960ms from TEAM31 @ site 1 id Run-8194773134193251849 problem dryrun--3838966659325508604 lang Java-9059947720623527775
221210 081311.331|INFO|Thread-2111|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #768 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 081311.331|INFO|Thread-2111|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #768, o#768 ) handlePacket
221210 081311.331|INFO|Thread-2111|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 081311.331|INFO|Thread-2111|dumpPacket|    To: SERVER0 @ site 0
221210 081311.331|INFO|Thread-2111|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
221210 081311.331|INFO|Thread-2111|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 12 JUDGED 24 min 1499960ms from TEAM31 @ site 1 id Run-8194773134193251849 problem dryrun--3838966659325508604 lang Java-9059947720623527775
221210 081311.331|INFO|Thread-2111|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT_UPDATE] #768 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 081313.589|INFO|Thread-2156|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #770 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 081313.589|INFO|Thread-2156|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #770, o#770 ) recieveObject
221210 081313.589|INFO|Thread-2156|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 081313.589|INFO|Thread-2156|dumpPacket|    To: SERVER0 @ site 0
221210 081313.589|INFO|Thread-2156|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE5 @ site 1
221210 081313.589|INFO|Thread-2156|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 10 JUDGED 22 min 1320107ms from TEAM63 @ site 1 id Run-5646689359250808330 problem dryrun--3838966659325508604 lang Java-9059947720623527775
221210 081313.589|INFO|Thread-2156|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #770 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 081313.589|INFO|Thread-2156|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #770, o#770 ) handlePacket
221210 081313.589|INFO|Thread-2156|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 081313.589|INFO|Thread-2156|dumpPacket|    To: SERVER0 @ site 0
221210 081313.589|INFO|Thread-2156|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE5 @ site 1
221210 081313.589|INFO|Thread-2156|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 10 JUDGED 22 min 1320107ms from TEAM63 @ site 1 id Run-5646689359250808330 problem dryrun--3838966659325508604 lang Java-9059947720623527775
221210 081313.589|INFO|Thread-2156|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT_UPDATE] #770 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 081316.024|INFO|Thread-2202|info| receiveObject(S) start got Packet[LOGIN] #773 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 081316.024|INFO|Thread-2202|dumpPacket|Packet LOGIN (Seq #773, o#773 ) recieveObject
221210 081316.024|INFO|Thread-2202|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 081316.024|INFO|Thread-2202|dumpPacket|    To: SERVER0 @ site 0
221210 081316.024|INFO|Thread-2202|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/212.212.212.212,port=65100,localport=50002]--2463371898302697406
221210 081316.024|INFO|Thread-2202|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM24 @ site 1
221210 081316.024|INFO|Thread-2202|dumpPacket|   key: CLIENT_SETTINGS is: edu.csus.ecs.pc2.core.model.ClientSettings edu.csus.ecs.pc2.core.model.ClientSettings@2b71ae4a
221210 081316.024|INFO|Thread-2202|info|handlePacket start Packet[LOGIN] #773 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 081316.024|INFO|Thread-2202|dumpPacket|Packet LOGIN (Seq #773, o#773 ) handlePacket
221210 081316.024|INFO|Thread-2202|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 081316.024|INFO|Thread-2202|dumpPacket|    To: SERVER0 @ site 0
221210 081316.024|INFO|Thread-2202|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/212.212.212.212,port=65100,localport=50002]--2463371898302697406
221210 081316.024|INFO|Thread-2202|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM24 @ site 1
221210 081316.024|INFO|Thread-2202|dumpPacket|   key: CLIENT_SETTINGS is: edu.csus.ecs.pc2.core.model.ClientSettings edu.csus.ecs.pc2.core.model.ClientSettings@2b71ae4a
221210 081316.024|INFO|Thread-2202|info|handlePacket end Packet[LOGIN] #773 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 081316.024|INFO|Thread-2202|info| receiveObject(S) end   got Packet[LOGIN] #773 SERVER0 @ site 1 -> SERVER0 @ site 0
221210 081325.987|INFO|Thread-2206|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #774 SERVER0 @ site 1 -> TEAM70 @ site 1
221210 081325.987|INFO|Thread-2206|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #774, o#774 ) recieveObject
221210 081325.987|INFO|Thread-2206|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 081325.987|INFO|Thread-2206|dumpPacket|    To: TEAM70 @ site 1
221210 081325.987|INFO|Thread-2206|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 13 NEW 26 min 1561437ms from TEAM70 @ site 1 id Run-2179893633938524825 problem dryrun--3838966659325508604 lang Java-9059947720623527775
221210 081325.987|INFO|Thread-2206|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #774 SERVER0 @ site 1 -> TEAM70 @ site 1
221210 081325.987|INFO|Thread-2206|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #774, o#774 ) handlePacket
221210 081325.987|INFO|Thread-2206|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--5544400451244233091)
221210 081325.987|INFO|Thread-2206|dumpPacket|    To: TEAM70 @ site 1
221210 081325.987|INFO|Thread-2206|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 13 NEW 26 min 1561437ms from TEAM70 @ site 1 id Run-2179893633938524825 problem dryrun--3838966659325508604 lang Java-9059947720623527775
