231209 082345.845|CONFIG|qtp135640095-380|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 082345.845|INFO|qtp135640095-380|info|
231209 082345.845|INFO|qtp135640095-380|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 082345.845|INFO|qtp135640095-380|info|Login: team92 (aka team92)
231209 082345.847|INFO|qtp135640095-380|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 082345.847|INFO|qtp135640095-380|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 082345.847|INFO|qtp135640095-380|info|Contacting server at localhost:50002 as TEAM92 @ site 0
231209 082345.848|INFO|qtp135640095-380|info|sendLoginRequest start - sending from TEAM92 @ site 0
231209 082345.848|INFO|qtp135640095-380|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #166 TEAM92 @ site 0 -> SERVER0 @ site 0
231209 082345.848|INFO|qtp135640095-380|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #166 TEAM92 @ site 0 -> SERVER0 @ site 0
231209 082345.848|INFO|qtp135640095-380|info|sendLoginRequest end - packet sent.
231209 082345.848|INFO|Thread-6613|run|send(Serializable)
231209 082345.855|INFO|Thread-6612|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
231209 082345.855|INFO|Thread-6614|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #957 SERVER0 @ site 1 -> TEAM92 @ site 1
231209 082345.855|INFO|Thread-6614|dumpPacket|Packet LOGIN_SUCCESS (Seq #957, o#957 ) recieveObject
231209 082345.855|INFO|Thread-6614|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 082345.855|INFO|Thread-6614|dumpPacket|    To: TEAM92 @ site 1
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@2756e723
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@29910db9
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@2dae8c53
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@68ac0782
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: CATEGORY_LIST is: [Ledu.csus.ecs.pc2.core.model.Category; [Ledu.csus.ecs.pc2.core.model.Category;@78d39a4b
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@598eac2d
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: REMOTE_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@1b6f5b
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: CONTEST_TIME_LIST is: [Ledu.csus.ecs.pc2.core.model.ContestTime; [Ledu.csus.ecs.pc2.core.model.ContestTime;@883f8cd
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: CONNECTION_HANDLE_ID_LIST is: [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID; [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID;@6c662a54
231209 082345.855|INFO|Thread-6614|dumpPacket|   key: PROFILE is: edu.csus.ecs.pc2.core.model.Profile DryRun--6069080675419338087
