221210 110246.394|CONFIG|Thread-19433|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221210 110246.394|INFO|Thread-19433|info|
221210 110246.394|INFO|Thread-19433|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221210 110246.394|INFO|Thread-19433|info|Login: team47 (aka team47)
221210 110246.395|INFO|Thread-19433|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221210 110246.395|INFO|Thread-19433|startLog|Process id is 22344@DESKTOP-D75BQTV
221210 110246.395|INFO|Thread-19433|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
221210 110246.395|INFO|Thread-19433|info|handlePacket end Packet[LOGIN_SUCCESS] #3508 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 110246.395|INFO|Thread-19433|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #3508 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 111552.917|INFO|qtp1613095350-4160|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #361 TEAM47 @ site 1 -> SERVER0 @ site 1
221210 111552.917|INFO|qtp1613095350-4160|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #361 TEAM47 @ site 1 -> SERVER0 @ site 1
221210 111552.940|INFO|Thread-42293|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #4015 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 111552.940|INFO|Thread-42293|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4015, o#4015 ) recieveObject
221210 111552.940|INFO|Thread-42293|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 111552.940|INFO|Thread-42293|dumpPacket|    To: TEAM47 @ site 1
221210 111552.940|INFO|Thread-42293|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 115 NEW 28 min 1715056ms from TEAM47 @ site 1 id Run-1043520028316000493 problem loanur--1521127695391573182 lang Java-8995311559554510087
221210 111552.941|INFO|Thread-42293|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #4015 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 111552.941|INFO|Thread-42293|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4015, o#4015 ) handlePacket
221210 111552.941|INFO|Thread-42293|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 111552.941|INFO|Thread-42293|dumpPacket|    To: TEAM47 @ site 1
221210 111552.941|INFO|Thread-42293|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 115 NEW 28 min 1715056ms from TEAM47 @ site 1 id Run-1043520028316000493 problem loanur--1521127695391573182 lang Java-8995311559554510087
221210 111552.941|INFO|Thread-42293|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #4015 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 111627.326|INFO|Thread-43662|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #4040 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 111627.326|INFO|Thread-43662|dumpPacket|Packet RUN_JUDGEMENT (Seq #4040, o#4040 ) recieveObject
221210 111627.326|INFO|Thread-43662|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 111627.326|INFO|Thread-43662|dumpPacket|    To: TEAM47 @ site 1
221210 111627.326|INFO|Thread-43662|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-6447267484138471978 id JudgementRecord--3916490186306567504
221210 111627.326|INFO|Thread-43662|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 115 JUDGED 28 min 1715056ms from TEAM47 @ site 1 id Run-1043520028316000493 problem loanur--1521127695391573182 lang Java-8995311559554510087
221210 111627.326|INFO|Thread-43662|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
221210 111627.326|INFO|Thread-43662|info|handlePacket start Packet[RUN_JUDGEMENT] #4040 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 111627.326|INFO|Thread-43662|dumpPacket|Packet RUN_JUDGEMENT (Seq #4040, o#4040 ) handlePacket
221210 111627.326|INFO|Thread-43662|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 111627.326|INFO|Thread-43662|dumpPacket|    To: TEAM47 @ site 1
221210 111627.326|INFO|Thread-43662|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-6447267484138471978 id JudgementRecord--3916490186306567504
221210 111627.326|INFO|Thread-43662|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 115 JUDGED 28 min 1715056ms from TEAM47 @ site 1 id Run-1043520028316000493 problem loanur--1521127695391573182 lang Java-8995311559554510087
221210 111627.326|INFO|Thread-43662|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
221210 111627.326|INFO|Thread-43662|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #4040 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113410.933|INFO|qtp1613095350-70352|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #480 TEAM47 @ site 1 -> SERVER0 @ site 1
221210 113410.933|INFO|qtp1613095350-70352|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #480 TEAM47 @ site 1 -> SERVER0 @ site 1
221210 113410.959|INFO|Thread-80677|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #4736 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113410.959|INFO|Thread-80677|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4736, o#4736 ) recieveObject
221210 113410.959|INFO|Thread-80677|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 113410.959|INFO|Thread-80677|dumpPacket|    To: TEAM47 @ site 1
221210 113410.959|INFO|Thread-80677|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 223 NEW 46 min 2813071ms from TEAM47 @ site 1 id Run--9130727976276728340 problem loanur--1521127695391573182 lang Java-8995311559554510087
221210 113410.959|INFO|Thread-80677|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #4736 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113410.959|INFO|Thread-80677|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4736, o#4736 ) handlePacket
221210 113410.959|INFO|Thread-80677|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 113410.959|INFO|Thread-80677|dumpPacket|    To: TEAM47 @ site 1
221210 113410.959|INFO|Thread-80677|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 223 NEW 46 min 2813071ms from TEAM47 @ site 1 id Run--9130727976276728340 problem loanur--1521127695391573182 lang Java-8995311559554510087
221210 113410.959|INFO|Thread-80677|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #4736 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113447.435|INFO|Thread-81745|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #4754 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113447.435|INFO|Thread-81745|dumpPacket|Packet RUN_JUDGEMENT (Seq #4754, o#4754 ) recieveObject
221210 113447.435|INFO|Thread-81745|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 113447.435|INFO|Thread-81745|dumpPacket|    To: TEAM47 @ site 1
221210 113447.435|INFO|Thread-81745|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer-6447267484138471978 id JudgementRecord-3084571048222845648
221210 113447.435|INFO|Thread-81745|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 223 JUDGED 46 min 2813071ms from TEAM47 @ site 1 id Run--9130727976276728340 problem loanur--1521127695391573182 lang Java-8995311559554510087
221210 113447.435|INFO|Thread-81745|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
221210 113447.435|INFO|Thread-81745|info|handlePacket start Packet[RUN_JUDGEMENT] #4754 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113447.435|INFO|Thread-81745|dumpPacket|Packet RUN_JUDGEMENT (Seq #4754, o#4754 ) handlePacket
221210 113447.435|INFO|Thread-81745|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 113447.435|INFO|Thread-81745|dumpPacket|    To: TEAM47 @ site 1
221210 113447.435|INFO|Thread-81745|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer-6447267484138471978 id JudgementRecord-3084571048222845648
221210 113447.435|INFO|Thread-81745|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 223 JUDGED 46 min 2813071ms from TEAM47 @ site 1 id Run--9130727976276728340 problem loanur--1521127695391573182 lang Java-8995311559554510087
221210 113447.435|INFO|Thread-81745|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
221210 113447.435|INFO|Thread-81745|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #4754 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113726.968|INFO|qtp1613095350-70352|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #509 TEAM47 @ site 1 -> SERVER0 @ site 1
221210 113726.968|INFO|qtp1613095350-70352|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #509 TEAM47 @ site 1 -> SERVER0 @ site 1
221210 113727.003|INFO|Thread-90526|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #4912 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113727.003|INFO|Thread-90526|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4912, o#4912 ) recieveObject
221210 113727.003|INFO|Thread-90526|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 113727.003|INFO|Thread-90526|dumpPacket|    To: TEAM47 @ site 1
221210 113727.003|INFO|Thread-90526|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 250 NEW 50 min 3009107ms from TEAM47 @ site 1 id Run-6390846097583846345 problem hashbroun--674302307081013706 lang Java-8995311559554510087
221210 113727.003|INFO|Thread-90526|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #4912 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113727.003|INFO|Thread-90526|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4912, o#4912 ) handlePacket
221210 113727.003|INFO|Thread-90526|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: Contest-4511288556462302159)
221210 113727.003|INFO|Thread-90526|dumpPacket|    To: TEAM47 @ site 1
221210 113727.003|INFO|Thread-90526|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 250 NEW 50 min 3009107ms from TEAM47 @ site 1 id Run-6390846097583846345 problem hashbroun--674302307081013706 lang Java-8995311559554510087
221210 113727.003|INFO|Thread-90526|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #4912 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113732.477|INFO|Thread-90706|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #4916 SERVER0 @ site 1 -> TEAM47 @ site 1
221210 113732.477|INFO|Thread-90706|dumpPacket|Packet RUN_JUDGEMENT (Seq #4916, o#4916 ) recieveObject
