231209 095818.396|CONFIG|Thread-35420|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 095818.403|INFO|Thread-35420|info|
231209 095818.404|INFO|Thread-35420|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 095818.404|INFO|Thread-35420|info|Login: team73 (aka team73)
231209 095818.404|INFO|Thread-35420|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 095818.404|INFO|Thread-35420|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 095818.404|INFO|Thread-35420|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
231209 095818.404|INFO|Thread-35420|info|handlePacket end Packet[LOGIN_SUCCESS] #2382 SERVER0 @ site 1 -> TEAM73 @ site 1
231209 095818.404|INFO|Thread-35420|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #2382 SERVER0 @ site 1 -> TEAM73 @ site 1
231209 095840.933|INFO|Thread-36087|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2398 SERVER0 @ site 1 -> TEAM73 @ site 1
231209 095840.937|INFO|Thread-36087|dumpPacket|Packet RUN_JUDGEMENT (Seq #2398, o#2398 ) recieveObject
231209 095840.937|INFO|Thread-36087|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 095840.937|INFO|Thread-36087|dumpPacket|    To: TEAM73 @ site 1
231209 095840.937|INFO|Thread-36087|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-2915828768858405923 id JudgementRecord-8529696024852732866
231209 095840.937|INFO|Thread-36087|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 147 JUDGED 136 min 8174922ms from TEAM73 @ site 1 id Run--754915005171513744 problem DryRun--5056188413862619659 lang Java--8800253324652192008
231209 095840.937|INFO|Thread-36087|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
231209 095840.937|INFO|Thread-36087|info|handlePacket start Packet[RUN_JUDGEMENT] #2398 SERVER0 @ site 1 -> TEAM73 @ site 1
