231209 094454.063|CONFIG|qtp135640095-23466|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 094454.063|INFO|qtp135640095-23466|info|
231209 094454.063|INFO|qtp135640095-23466|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 094454.063|INFO|qtp135640095-23466|info|Login: team113 (aka team113)
231209 094454.063|INFO|qtp135640095-23466|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 094454.063|INFO|qtp135640095-23466|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 094454.069|INFO|qtp135640095-23466|info|Contacting server at localhost:50002 as TEAM113 @ site 0
231209 094454.069|INFO|qtp135640095-23466|info|sendLoginRequest start - sending from TEAM113 @ site 0
231209 094454.069|INFO|qtp135640095-23466|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #348 TEAM113 @ site 0 -> SERVER0 @ site 0
231209 094454.069|INFO|qtp135640095-23466|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #348 TEAM113 @ site 0 -> SERVER0 @ site 0
231209 094454.069|INFO|qtp135640095-23466|info|sendLoginRequest end - packet sent.
231209 094454.069|INFO|Thread-25011|run|send(Serializable)
231209 094454.088|INFO|Thread-25010|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
231209 094454.093|INFO|Thread-25012|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #1940 SERVER0 @ site 1 -> TEAM113 @ site 1
231209 094454.093|INFO|Thread-25012|dumpPacket|Packet LOGIN_SUCCESS (Seq #1940, o#1940 ) recieveObject
231209 094454.093|INFO|Thread-25012|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 094454.093|INFO|Thread-25012|dumpPacket|    To: TEAM113 @ site 1
231209 094454.093|INFO|Thread-25012|dumpPacket|   key: PROFILE_LIST is: [Ledu.csus.ecs.pc2.core.model.Profile; [Ledu.csus.ecs.pc2.core.model.Profile;@cd5c39d
