221210 124915.664|CONFIG|Thread-249488|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221210 124915.664|INFO|Thread-249488|info|
221210 124915.664|INFO|Thread-249488|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221210 124915.664|INFO|Thread-249488|info|Login: team39 (aka team39)
221210 124915.664|INFO|Thread-249488|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221210 124915.664|INFO|Thread-249488|startLog|Process id is 22344@DESKTOP-D75BQTV
221210 124915.665|INFO|Thread-249488|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
221210 124915.665|INFO|Thread-249488|info|handlePacket end Packet[LOGIN_SUCCESS] #7653 SERVER0 @ site 1 -> TEAM39 @ site 1
221210 124915.665|INFO|Thread-249488|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #7653 SERVER0 @ site 1 -> TEAM39 @ site 1
221210 130802.914|INFO|qtp1613095350-177203|sendToLocalServer|Sending packet to server Packet[LOGOUT] #999 TEAM39 @ site 1 -> SERVER0 @ site 1
221210 130802.914|INFO|qtp1613095350-177203|sendToLocalServer|Sent    packet to server Packet[LOGOUT] #999 TEAM39 @ site 1 -> SERVER0 @ site 1
