231209 101234.826|CONFIG|qtp135640095-44446|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
231209 101234.826|INFO|qtp135640095-44446|info|
231209 101234.835|INFO|qtp135640095-44446|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
231209 101234.835|INFO|qtp135640095-44446|info|Login: admin53 (aka root)
231209 101234.835|INFO|qtp135640095-44446|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
231209 101234.835|INFO|qtp135640095-44446|startLog|Process id is 15028@DESKTOP-D75BQTV
231209 101234.835|INFO|qtp135640095-44446|info|Contacting server at localhost:50002 as ADMINISTRATOR0 @ site 0
231209 101234.835|INFO|qtp135640095-44446|info|sendLoginRequest start - sending from ADMINISTRATOR0 @ site 0
231209 101234.835|INFO|qtp135640095-44446|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #477 ADMINISTRATOR0 @ site 0 -> SERVER0 @ site 0
231209 101234.835|INFO|qtp135640095-44446|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #477 ADMINISTRATOR0 @ site 0 -> SERVER0 @ site 0
231209 101234.835|INFO|qtp135640095-44446|info|sendLoginRequest end - packet sent.
231209 101234.835|INFO|Thread-44677|run|send(Serializable)
231209 101234.845|INFO|Thread-44676|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
231209 101234.845|INFO|Thread-44678|info| receiveObject(S) start got Packet[LOGIN_FAILED] #2667 SERVER0 @ site 1 -> ADMINISTRATOR0 @ site 0
231209 101234.845|INFO|Thread-44678|dumpPacket|Packet LOGIN_FAILED (Seq #2667, o#2667 ) recieveObject
231209 101234.845|INFO|Thread-44678|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 101234.845|INFO|Thread-44678|dumpPacket|    To: ADMINISTRATOR0 @ site 0
231209 101234.845|INFO|Thread-44678|dumpPacket|   key: MESSAGE_STRING is: java.lang.String No such account
231209 101234.845|INFO|Thread-44678|info|handlePacket start Packet[LOGIN_FAILED] #2667 SERVER0 @ site 1 -> ADMINISTRATOR0 @ site 0
231209 101234.845|INFO|Thread-44678|dumpPacket|Packet LOGIN_FAILED (Seq #2667, o#2667 ) handlePacket
231209 101234.845|INFO|Thread-44678|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (DESKTOP-D75BQTV @ 212.212.212.212) (Contest Id: DryRun--6069080675419338087)
231209 101234.845|INFO|Thread-44678|dumpPacket|    To: ADMINISTRATOR0 @ site 0
231209 101234.845|INFO|Thread-44678|dumpPacket|   key: MESSAGE_STRING is: java.lang.String No such account
231209 101234.845|INFO|Thread-44678|info| receiveObject(S) end   got Packet[LOGIN_FAILED] #2667 SERVER0 @ site 1 -> ADMINISTRATOR0 @ site 0
231209 125144.168|INFO|Thread-44676|connectionDropped|connectionDropped(ConnectionHandlerID myConnectionID) 
